place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Torrey Lyons,0:48:02,5,0:53:02,4,-,1,-,M,-,5
2,William J Pappas,0:49:04,8,0:57:04,13,-,2,-,M,-,8
3,Walter Bertram,0:49:32,5.5,0:55:02,9,-,3,-,M,-,5.5
4,Walter Sarlin,0:49:43,3,0:52:43,3,-,4,-,M,-,3
5,William Robinson,0:49:46,6.5,0:56:16,12,-,5,-,M,-,6.5
6,Vernon Linn,0:49:50,8,0:57:50,16,-,6,-,M,-,8
7,Leo Karlhofer,0:50:39,1,0:51:39,1,-,7,-,M,-,1
8,Joe Ortega,0:50:45,5.5,0:56:13,11,-,8,-,M,-,5.5
9,George Wilson,0:50:53,4,0:54:53,8,-,9,-,M,-,4
10,George Clough,0:52:12,6.5,0:58:42,19,-,10,-,M,-,6.5
11,Neil Decker,-,-,0:52:13,2,-,11,-,M,-,-
12,P R Christenson,-,-,0:57:31,15,-,12,-,M,-,-
13,Peter Healy,-,-,0:59:48,20,-,13,-,M,-,-
14,Jack G Kirk,-,-,0:53:44,5,-,14,28,M,-,-
15,Frank Valin,-,-,1:00:47,24,-,15,-,M,-,-
16,Dick Davis,-,-,0:53:54,6,-,16,-,M,-,-
17,Andrew Mirra,-,-,0:55:05,10,-,17,-,M,-,-
18,J Hansen,-,-,0:58:22,18,-,18,-,M,-,-
19,Robert Cola,-,-,1:00:00,21,-,19,-,M,-,-
20,William Manzini,-,-,0:54:13,7,-,20,-,M,-,-
21,William Lorenti,-,-,1:00:41,23,-,21,-,M,-,-
22,William Fraser,-,-,0:57:23,14,-,22,-,M,-,-
23,P Chirone,-,-,1:00:30,22,-,23,-,M,-,-
24,Tom Laughran,-,-,0:58:00,17,-,24,-,M,-,-
25,Enrique Reyes,-,-,1:01:43,25,-,25,-,M,-,-
26,Frank Voss,-,-,1:03:48,30,-,26,-,M,-,-
27,Leber Levin,-,-,1:03:08,27,-,27,-,M,-,-
28,Arnold Peters,-,-,1:03:13,28,-,28,-,M,-,-
29,Ed Fratini,-,-,1:03:20,29,-,29,-,M,-,-
30,Al Benito,-,-,1:07:31,31,-,30,-,M,-,-
31,Leonard Nesta,-,-,1:09:00,32,-,31,-,M,-,-
32,Joe Ross,-,-,1:09:33,33,-,32,-,M,-,-
33,W O Johnson,-,-,1:09:35,34,-,33,-,M,-,-
34,Roy Cocking,-,-,1:03:03,26,-,34,-,M,-,-
35,Don Arndi,-,-,1:13:33,41,-,35,-,M,-,-
36,Sal Luca,-,-,1:12:13,39,-,36,-,M,-,-
37,L Kruer,-,-,1:10:47,37,-,37,-,M,-,-
38,Al Molina,-,-,1:10:09,35,-,38,-,M,-,-
39,E McPherson,-,-,1:11:27,38,-,39,-,M,-,-
40,Will  Taylor,-,-,1:12:41,40,-,40,-,M,-,-
41,Joe Malo,-,-,1:10:37,36,-,41,-,M,-,-
42,M Buttery,-,-,-,-,-,42,-,M,-,-
43,John Decker,-,-,1:18:01,42,-,43,-,M,-,-
44,J P O'Connor,-,-,1:21:00,43,-,44,-,M,-,-
