place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,John G Hassard,0:44:55,5,0:49:55,-,-,-,-,M,-,5
2,John Lttle,0:44:58,12,0:56:58,-,-,-,-,M,-,12
3,James G Wilkins,0:45:18,15,1:00:18,-,-,-,-,M,-,15
4,S Estrella,0:45:40,10,0:55:40,-,-,-,-,M,-,10
5,M Moore,0:46:30,13,0:59:30,-,-,-,-,M,-,13
6,H Frederickson,0:46:50,12,0:58:50,-,-,-,-,M,-,12
7,William Moir,0:46:55,8,0:54:55,-,-,-,-,M,-,8
8,Otto Boeddiker,0:47:05,7,0:54:05,-,-,-,-,M,-,7
9,J E Raber,0:47:54,13,1:00:54,-,-,-,-,M,-,13
10,George Maundrell,0:48:51,11,0:59:51,-,-,-,-,M,-,11
11,J Lockhardt,0:49:04,12,1:01:04,-,-,-,-,M,-,12
12,Cornelius Connolly,0:49:59,0,0:49:59,-,-,-,-,M,-,0
13,T Cushing,0:50:15,8,0:58:15,-,-,-,-,M,-,8
14,M Tufts,0:50:42,13,1:03:42,-,-,-,-,M,-,13
15,E R Murray,0:50:43,9,0:59:43,-,-,-,-,M,-,9
16,A Cortelyou,0:50:44,12,1:02:44,-,-,-,-,M,-,12
17,Charles Kuchel,0:50:44,12,1:02:44,-,-,-,-,M,-,12
18,I Frederickson,0:50:46,7,0:57:46,-,-,-,-,M,-,7
19,M N Hartman,0:51:54,13,1:04:54,-,-,-,-,M,-,13
20,J Walters,0:52:08,10,1:02:08,-,-,-,-,M,-,10
21,A P Wagner,0:52:16,9,1:01:16,-,-,-,-,M,-,9
22,George H McPherson,0:53:30,10,1:03:30,-,-,-,-,M,-,10
23,Allen Garcia,0:47:52,8,0:55:52,-,-,-,-,M,-,8
24,Carl Daniels,0:53:04,11,1:04:04,-,-,-,-,M,-,11
25,F  Spencer,0:53:32,12,1:05:32,-,-,-,-,M,-,12
26,Dick Holland,0:52:40,12,1:04:40,-,-,-,-,M,-,12
27,B von Acker,0:54:06,14,1:08:06,-,-,-,-,M,-,14
28,E Norman,0:54:06,7,1:01:06,-,-,-,-,M,-,7
29,J Willson,0:56:20,6,1:02:20,-,-,-,-,M,-,6
30,William A Boyer,0:54:21,8,1:02:21,-,-,-,-,M,-,8
31,J B King,0:54:22,4,0:58:22,-,-,-,-,M,-,4
32,F Kelly,0:56:30,12,1:08:30,-,-,-,-,M,-,12
33,C W Gebhard,0:54:34,15,1:09:34,-,-,-,-,M,-,15
34,P Gruner,0:54:36,8,1:02:36,-,-,-,-,M,-,8
35,F C Thomas,0:54:48,8,1:02:48,-,-,-,-,M,-,8
36,William A Cox,0:55:60,8,1:03:60,-,-,-,-,M,-,8
37,F Cottington,0:55:18,11,1:06:18,-,-,-,-,M,-,11
38,W  Maris,0:55:33,15,1:10:33,-,-,-,-,M,-,15
39,O  McAllister,0:55:44,10,1:05:44,-,-,-,-,M,-,10
40,S C Weiffield,0:55:46,5,1:00:46,-,-,-,-,M,-,5
41,Dick R Evans,0:55:46,9,1:04:46,-,-,-,-,M,-,9
42,William Garyin,0:56:28,5,1:01:28,-,-,-,-,M,-,5
43,J C Leov,0:56:19,6,1:02:19,-,-,-,-,M,-,6
44,E Smythe,0:56:20,8,1:04:20,-,-,-,-,M,-,8
45,Added starter,-,-,-,-,-,-,-,M,-,-
46,O Beasley Dr,0:56:42,9,1:05:42,-,-,-,-,M,-,9
47,R M Furlong,0:56:47,12,1:08:47,-,-,-,-,M,-,12
48,F Ogie,0:56:57,15,1:11:57,-,-,-,-,M,-,15
49,Fred Berry,0:57:15,12,1:09:15,-,-,-,-,M,-,12
50,F McDonald,0:57:21,12,1:09:21,-,-,-,-,M,-,12
51,A Rattray,0:56:22,14,1:10:22,-,-,-,-,M,-,14
52,P O'Neil,0:59:55,6,1:05:55,-,-,-,-,M,-,6
53,J N Blood,0:58:48,7,1:05:48,-,-,-,-,M,-,7
54,W F Black,0:58:59,10,1:08:59,-,-,-,-,M,-,10
55,Sig Cowen,0:59:11,10,1:09:11,-,-,-,-,M,-,10
56,J Galan,0:59:27,10,1:09:27,-,-,-,-,M,-,10
